X (cm)	Y (cm)	Z
-1.500000	-1.350000	60.005726
-1.650000	-1.350000	60.379395
-1.800000	-1.350000	60.298847
-1.950000	-1.350000	59.013580
-1.800000	-1.500000	53.511375
-1.650000	-1.500000	53.815075
-1.500000	-1.500000	53.508137
-1.350000	-1.500000	52.832752
-1.200000	-1.500000	51.848064
-1.050000	-1.500000	50.562351
-0.900000	-1.500000	49.020336
-0.750000	-1.500000	47.274525
-0.600000	-1.500000	45.394341
-0.450000	-1.500000	43.416962
-0.300000	-1.500000	41.376129
-0.150000	-1.500000	39.308041
0.000000	-1.500000	37.223457
0.150000	-1.500000	35.186195
0.300000	-1.500000	33.177460
0.450000	-1.500000	31.265070
0.600000	-1.500000	29.387863
0.750000	-1.500000	27.663212
0.900000	-1.500000	25.881397
1.050000	-1.500000	24.282909
1.200000	-1.500000	22.736126
1.350000	-1.500000	21.287851
1.500000	-1.500000	19.940323
1.650000	-1.500000	18.711208
1.800000	-1.500000	17.425915
1.650000	-1.650000	17.449230
1.500000	-1.650000	18.613043
1.350000	-1.650000	19.830427
1.200000	-1.650000	21.124584
1.050000	-1.650000	22.482050
0.900000	-1.650000	23.930801
0.750000	-1.650000	25.423418
0.600000	-1.650000	27.013260
0.450000	-1.650000	28.668030
0.300000	-1.650000	30.327488
0.150000	-1.650000	32.081146
-0.000000	-1.650000	33.847961
-0.150000	-1.650000	35.623074
-0.300000	-1.650000	37.415005
-0.450000	-1.650000	39.174633
-0.600000	-1.650000	40.873039
-0.750000	-1.650000	42.478344
-0.900000	-1.650000	43.959854
-1.050000	-1.650000	45.275280
-1.200000	-1.650000	46.364658
-1.350000	-1.650000	47.228264
-1.500000	-1.650000	47.801029
-1.650000	-1.650000	47.923439
-1.500000	-1.800000	42.585926
-1.350000	-1.800000	42.252373
-1.200000	-1.800000	41.525787
-1.050000	-1.800000	40.586113
-0.900000	-1.800000	39.465675
-0.750000	-1.800000	38.202110
-0.600000	-1.800000	36.821194
-0.450000	-1.800000	35.367130
-0.300000	-1.800000	33.854916
-0.150000	-1.800000	32.319843
0.000000	-1.800000	30.786661
0.150000	-1.800000	29.242100
0.300000	-1.800000	27.750412
0.450000	-1.800000	26.276098
0.600000	-1.800000	24.809742
0.750000	-1.800000	23.410358
0.900000	-1.800000	22.090193
1.050000	-1.800000	20.841722
1.200000	-1.800000	19.584229
1.350000	-1.800000	18.417912
1.500000	-1.800000	17.373678
1.350000	-1.950000	17.037807
1.200000	-1.950000	18.152649
1.050000	-1.950000	19.286854
0.900000	-1.950000	20.353909
0.750000	-1.950000	21.556404
0.600000	-1.950000	22.785734
0.450000	-1.950000	24.060730
0.300000	-1.950000	25.370096
0.150000	-1.950000	26.708538
-0.000000	-1.950000	28.019251
-0.150000	-1.950000	29.353298
-0.300000	-1.950000	30.674969
-0.450000	-1.950000	31.964489
-0.600000	-1.950000	33.205921
-0.750000	-1.950000	34.402214
-0.900000	-1.950000	35.501492
-1.050000	-1.950000	36.470558
-1.200000	-1.950000	37.260036
-1.350000	-1.950000	37.449554
-1.050000	-2.100000	32.679169
-0.900000	-2.100000	31.978104
-0.750000	-2.100000	31.063984
-0.600000	-2.100000	30.039249
-0.450000	-2.100000	28.965862
-0.300000	-2.100000	27.861017
-0.150000	-2.100000	26.716623
0.000000	-2.100000	25.559443
