X (cm)	Y (cm)	Z
-0.900000	-0.450000	239.049561
-1.050000	-0.450000	230.543167
-1.200000	-0.450000	221.014282
-1.350000	-0.450000	210.506012
-1.500000	-0.450000	199.193192
-1.650000	-0.450000	187.253998
-1.800000	-0.450000	174.820648
-1.950000	-0.450000	162.297546
-2.100000	-0.450000	149.688858
-2.250000	-0.450000	137.073898
-2.250000	-0.600000	134.062607
-2.100000	-0.600000	146.398529
-1.950000	-0.600000	158.817612
-1.800000	-0.600000	171.092163
-1.650000	-0.600000	183.323761
-1.500000	-0.600000	195.110580
-1.350000	-0.600000	206.315964
-1.200000	-0.600000	216.709793
-1.050000	-0.600000	226.166168
-0.900000	-0.600000	234.587677
-0.750000	-0.600000	241.924026
-0.600000	-0.600000	248.020676
-0.450000	-0.600000	252.983475
-0.300000	-0.600000	256.700256
-0.150000	-0.600000	259.178192
0.000000	-0.600000	260.334778
0.150000	-0.600000	260.180359
0.300000	-0.600000	258.717468
0.450000	-0.600000	255.962936
0.600000	-0.600000	251.971512
0.750000	-0.600000	246.805206
0.900000	-0.600000	240.473877
1.050000	-0.600000	232.982208
1.200000	-0.600000	224.407883
1.350000	-0.600000	214.848724
1.500000	-0.600000	204.382019
1.650000	-0.600000	192.978485
1.800000	-0.600000	181.134491
1.950000	-0.600000	168.607941
2.100000	-0.600000	156.103104
2.250000	-0.600000	143.096481
2.250000	-0.750000	138.575409
2.100000	-0.750000	151.670944
1.950000	-0.750000	163.896576
1.800000	-0.750000	176.197845
1.650000	-0.750000	187.817245
1.500000	-0.750000	199.026978
1.350000	-0.750000	209.342529
1.200000	-0.750000	218.797211
1.050000	-0.750000	227.289825
0.900000	-0.750000	234.712112
0.750000	-0.750000	240.963333
0.600000	-0.750000	246.070923
0.450000	-0.750000	249.981979
0.300000	-0.750000	252.677414
0.150000	-0.750000	254.115677
-0.000000	-0.750000	254.269012
-0.150000	-0.750000	253.157074
-0.300000	-0.750000	250.742355
-0.450000	-0.750000	247.115891
-0.600000	-0.750000	242.235229
-0.750000	-0.750000	236.204620
-0.900000	-0.750000	228.970795
-1.050000	-0.750000	220.655884
-1.200000	-0.750000	211.289963
-1.350000	-0.750000	201.072495
-1.500000	-0.750000	190.024429
-1.650000	-0.750000	178.453949
-1.800000	-0.750000	166.456635
-1.950000	-0.750000	154.422653
-2.100000	-0.750000	142.259445
-2.250000	-0.750000	129.885406
-2.100000	-0.900000	137.486420
-1.950000	-0.900000	149.292694
-1.800000	-0.900000	160.993271
-1.650000	-0.900000	172.639923
-1.500000	-0.900000	183.996674
-1.350000	-0.900000	194.824341
-1.200000	-0.900000	204.844894
-1.050000	-0.900000	214.036377
-0.900000	-0.900000	222.196365
-0.750000	-0.900000	229.353226
-0.600000	-0.900000	235.288498
-0.450000	-0.900000	240.082794
-0.300000	-0.900000	243.667068
-0.150000	-0.900000	246.013916
0.000000	-0.900000	247.113358
0.150000	-0.900000	246.965164
0.300000	-0.900000	245.558136
0.450000	-0.900000	242.921310
0.600000	-0.900000	239.056030
0.750000	-0.900000	234.024200
0.900000	-0.900000	227.841675
1.050000	-0.900000	220.530319
1.200000	-0.900000	212.234421
1.350000	-0.900000	202.908188
1.500000	-0.900000	192.965027
1.650000	-0.900000	181.887222
1.800000	-0.900000	170.468567
1.950000	-0.900000	158.634598
2.100000	-0.900000	146.589569
2.100000	-1.050000	140.509796
1.950000	-1.050000	152.338486
1.800000	-1.050000	163.799469
1.650000	-1.050000	174.900497
1.500000	-1.050000	185.439529
1.350000	-1.050000	195.345093
