X (cm)	Y (cm)	Z
-1.800000	0.000000	482.570160
-1.650000	0.000000	486.629242
-1.500000	0.000000	483.129333
-1.350000	0.000000	472.213959
-1.200000	0.000000	454.632172
-1.050000	0.000000	431.489746
-0.900000	0.000000	404.424652
-0.750000	0.000000	374.664886
-0.600000	0.000000	344.478058
-0.450000	0.000000	314.189270
-0.300000	0.000000	285.328308
-0.150000	0.000000	257.578491
0.000000	0.000000	232.208710
0.150000	0.000000	208.624710
0.300000	0.000000	187.363815
0.450000	0.000000	167.974731
0.600000	0.000000	150.746552
0.750000	0.000000	134.910538
0.900000	0.000000	121.025833
1.050000	0.000000	108.617432
1.200000	0.000000	97.699448
1.350000	0.000000	87.813965
1.500000	0.000000	78.840012
1.650000	0.000000	70.975113
1.800000	0.000000	63.971062
1.950000	0.000000	57.847919
2.100000	0.000000	52.377327
2.250000	0.000000	47.562294
2.400000	0.000000	42.246792
2.250000	-0.150000	46.014824
2.100000	-0.150000	50.577740
1.950000	-0.150000	55.763470
1.800000	-0.150000	61.528404
1.650000	-0.150000	68.136627
1.500000	-0.150000	75.508949
1.350000	-0.150000	83.955688
1.200000	-0.150000	93.357681
1.050000	-0.150000	103.645065
0.900000	-0.150000	115.209633
0.750000	-0.150000	128.150955
0.600000	-0.150000	142.801910
0.450000	-0.150000	158.980804
0.300000	-0.150000	177.026489
0.150000	-0.150000	196.609299
-0.000000	-0.150000	218.450317
-0.150000	-0.150000	241.659958
-0.300000	-0.150000	267.222534
-0.450000	-0.150000	293.551483
-0.600000	-0.150000	321.334900
-0.750000	-0.150000	348.995972
-0.900000	-0.150000	375.927856
-1.050000	-0.150000	400.669647
-1.200000	-0.150000	421.677429
-1.350000	-0.150000	437.760498
-1.500000	-0.150000	447.937988
-1.650000	-0.150000	451.447021
-1.800000	-0.150000	448.252777
-1.950000	-0.150000	438.855774
-2.100000	-0.150000	423.780426
-2.250000	-0.150000	404.022064
-2.250000	-0.300000	368.439392
-2.100000	-0.300000	385.226135
-1.950000	-0.300000	398.040710
-1.800000	-0.300000	405.816620
-1.650000	-0.300000	408.256348
-1.500000	-0.300000	404.906067
-1.350000	-0.300000	395.810486
-1.200000	-0.300000	381.442200
-1.050000	-0.300000	362.941467
-0.900000	-0.300000	341.250183
-0.750000	-0.300000	317.403870
-0.600000	-0.300000	293.111938
-0.450000	-0.300000	268.655487
-0.300000	-0.300000	245.172195
-0.150000	-0.300000	222.491455
0.000000	-0.300000	201.514542
0.150000	-0.300000	182.032196
0.300000	-0.300000	164.379425
0.450000	-0.300000	148.042603
0.600000	-0.300000	133.212128
0.750000	-0.300000	119.925987
0.900000	-0.300000	108.117966
1.050000	-0.300000	97.583260
1.200000	-0.300000	88.049530
1.350000	-0.300000	79.361519
1.500000	-0.300000	71.607994
1.650000	-0.300000	64.726669
1.800000	-0.300000	58.621712
1.950000	-0.300000	53.272148
2.100000	-0.300000	48.444588
2.250000	-0.300000	44.142227
2.250000	-0.450000	42.032940
2.100000	-0.450000	46.003654
1.950000	-0.450000	50.415592
1.800000	-0.450000	55.326855
1.650000	-0.450000	60.897388
1.500000	-0.450000	67.125069
1.350000	-0.450000	74.155914
1.200000	-0.450000	81.978317
1.050000	-0.450000	90.794785
0.900000	-0.450000	100.305641
0.750000	-0.450000	110.822617
0.600000	-0.450000	122.612656
0.450000	-0.450000	135.745621
0.300000	-0.450000	150.381607
0.150000	-0.450000	165.988678
-0.000000	-0.450000	183.066544
-0.150000	-0.450000	201.358658
-0.300000	-0.450000	221.177765
-0.450000	-0.450000	241.382736
-0.600000	-0.450000	262.432556
-0.750000	-0.450000	283.330627
-0.900000	-0.450000	303.557190
-1.050000	-0.450000	322.225525
-1.200000	-0.450000	338.121399
-1.350000	-0.450000	350.462708
-1.500000	-0.450000	358.408661
-1.650000	-0.450000	361.576111
-1.800000	-0.450000	359.880798
-1.950000	-0.450000	353.663086
-2.100000	-0.450000	343.292236
-2.250000	-0.450000	329.355743
-2.250000	-0.600000	289.674744
-2.100000	-0.600000	301.228973
-1.950000	-0.600000	309.579742
-1.800000	-0.600000	314.462708
-1.650000	-0.600000	315.602325
-1.500000	-0.600000	312.738129
-1.350000	-0.600000	305.880280
-1.200000	-0.600000	295.487244
-1.050000	-0.600000	282.164612
-0.900000	-0.600000	266.571808
-0.750000	-0.600000	249.518143
-0.600000	-0.600000	231.973541
-0.450000	-0.600000	214.230377
-0.300000	-0.600000	196.880951
-0.150000	-0.600000	180.092758
0.000000	-0.600000	164.440567
0.150000	-0.600000	149.659271
0.300000	-0.600000	135.957123
0.450000	-0.600000	123.280807
0.600000	-0.600000	111.884323
0.750000	-0.600000	101.578423
0.900000	-0.600000	92.272163
1.050000	-0.600000	83.637665
1.200000	-0.600000	75.811325
1.350000	-0.600000	68.756439
1.500000	-0.600000	62.528271
1.650000	-0.600000	56.947468
1.800000	-0.600000	51.966393
1.950000	-0.600000	47.489616
2.100000	-0.600000	43.482445
2.250000	-0.600000	39.731060
2.250000	-0.750000	37.189140
2.100000	-0.750000	40.812733
1.950000	-0.750000	44.410423
1.800000	-0.750000	48.449402
1.650000	-0.750000	52.905773
1.500000	-0.750000	57.834045
1.350000	-0.750000	63.358093
1.200000	-0.750000	69.508438
1.050000	-0.750000	76.426826
0.900000	-0.750000	84.018707
0.750000	-0.750000	92.335739
0.600000	-0.750000	101.260254
0.450000	-0.750000	111.044029
0.300000	-0.750000	121.933777
0.150000	-0.750000	133.565842
-0.000000	-0.750000	146.336273
-0.150000	-0.750000	159.585449
-0.300000	-0.750000	173.752228
-0.450000	-0.750000	188.174301
-0.600000	-0.750000	203.080063
-0.750000	-0.750000	217.736359
-0.900000	-0.750000	231.829620
-1.050000	-0.750000	244.711029
-1.200000	-0.750000	255.747116
-1.350000	-0.750000	264.396088
-1.500000	-0.750000	270.175079
-1.650000	-0.750000	272.704834
-1.800000	-0.750000	271.998566
-1.950000	-0.750000	268.188507
-2.100000	-0.750000	261.558411
-2.250000	-0.750000	251.384430
-2.100000	-0.900000	225.702026
-1.950000	-0.900000	231.054520
-1.800000	-0.900000	233.994476
-1.650000	-0.900000	234.469025
-1.500000	-0.900000	232.287598
-1.350000	-0.900000	227.531738
-1.200000	-0.900000	220.442703
-1.050000	-0.900000	211.343338
-0.900000	-0.900000	200.701706
-0.750000	-0.900000	189.020752
-0.600000	-0.900000	176.967773
-0.450000	-0.900000	164.698563
-0.300000	-0.900000	152.656601
-0.150000	-0.900000	140.676117
0.000000	-0.900000	129.390259
0.150000	-0.900000	118.675125
0.300000	-0.900000	108.854103
0.450000	-0.900000	99.684898
0.600000	-0.900000	91.317177
0.750000	-0.900000	83.353477
0.900000	-0.900000	76.132614
1.050000	-0.900000	69.517189
1.200000	-0.900000	63.566185
1.350000	-0.900000	58.183411
1.500000	-0.900000	53.355049
1.650000	-0.900000	48.992020
1.800000	-0.900000	45.024376
1.950000	-0.900000	41.441147
2.100000	-0.900000	38.162487
2.100000	-1.050000	35.434731
1.950000	-1.050000	38.497631
1.800000	-1.050000	41.699123
1.650000	-1.050000	45.168732
1.500000	-1.050000	48.990345
1.350000	-1.050000	53.200733
1.200000	-1.050000	57.859093
1.050000	-1.050000	62.984528
0.900000	-1.050000	68.660919
0.750000	-1.050000	74.865662
0.600000	-1.050000	81.675583
0.450000	-1.050000	89.054520
0.300000	-1.050000	96.916214
0.150000	-1.050000	105.146706
-0.000000	-1.050000	114.038979
-0.150000	-1.050000	123.421364
-0.300000	-1.050000	133.397125
-0.450000	-1.050000	143.528168
-0.600000	-1.050000	153.841309
-0.750000	-1.050000	163.746567
-0.900000	-1.050000	173.273041
-1.050000	-1.050000	181.944855
-1.200000	-1.050000	189.432007
-1.350000	-1.050000	195.262756
-1.500000	-1.050000	199.230576
-1.650000	-1.050000	201.090714
-1.800000	-1.050000	200.808670
-1.950000	-1.050000	198.466705
-2.100000	-1.050000	193.689423
-1.950000	-1.200000	170.666748
-1.800000	-1.200000	172.659958
-1.650000	-1.200000	172.882172
-1.500000	-1.200000	171.320679
-1.350000	-1.200000	168.066925
-1.200000	-1.200000	163.299927
-1.050000	-1.200000	157.217804
-0.900000	-1.200000	150.053207
-0.750000	-1.200000	142.031479
-0.600000	-1.200000	133.722733
-0.450000	-1.200000	125.194199
-0.300000	-1.200000	116.822121
-0.150000	-1.200000	108.564941
0.000000	-1.200000	100.758766
0.150000	-1.200000	93.257088
0.300000	-1.200000	86.160423
0.450000	-1.200000	79.330429
0.600000	-1.200000	73.045563
0.750000	-1.200000	67.242081
0.900000	-1.200000	61.959156
1.050000	-1.200000	57.116890
1.200000	-1.200000	52.719170
1.350000	-1.200000	48.644264
1.500000	-1.200000	44.998165
1.650000	-1.200000	41.628273
